File,prediction,class
frame_03850.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03851.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03856.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_03858.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03873.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03874.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03888.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03889.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03892.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_03899.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03900.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_03903.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_03917.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_03923.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_03924.jpg,"motorcycle, tuk tuk",0
frame_03937.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03957.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03958.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03959.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_03960.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_03963.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_03964.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_03972.jpg,semi-trailer truck,9
frame_03974.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03975.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03988.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_03989.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_03995.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03996.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_03998.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_03999.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04007.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04008.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04016.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04019.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04020.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04021.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04022.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04023.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04036.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04046.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04047.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04058.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04059.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04072.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04073.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04076.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04084.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04094.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04095.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04096.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04097.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04109.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04110.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04113.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04117.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04118.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04141.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04142.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04157.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04158.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04160.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04168.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04169.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04171.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04181.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04182.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04185.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04186.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04193.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04194.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04195.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04206.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04233.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04234.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04238.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04246.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04247.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04260.jpg,"motorcycle, tuk tuk",0
frame_04276.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04277.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04278.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04279.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04284.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04285.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04286.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04287.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04288.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04301.jpg,"motorcycle, tuk tuk",0
frame_04312.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04313.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04314.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04316.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04322.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04326.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04335.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04336.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04339.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04361.jpg,"motorcycle, tuk tuk",0
frame_04362.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04363.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04387.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04396.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04397.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04398.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04403.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04409.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04410.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04411.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04414.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04423.jpg,"motorcycle, tuk tuk",0
frame_04425.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04426.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04443.jpg,"motorcycle, tuk tuk",0
frame_04472.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04480.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04481.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04482.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04483.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04494.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04499.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04505.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04506.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04513.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04514.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04517.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04524.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04525.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04526.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04541.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04552.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04553.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04554.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04555.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04563.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04564.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04565.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04566.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04568.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04580.jpg,"motorcycle, tuk tuk",0
frame_04583.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04585.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04597.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04599.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04603.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04613.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04629.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04632.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04640.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04641.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04642.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04643.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04644.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04656.jpg,"motorcycle, tuk tuk",0
frame_04659.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04663.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04674.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04676.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04689.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04690.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04695.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04706.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04707.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04708.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04711.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04721.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04723.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04725.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04735.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04736.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04737.jpg,"motorcycle, tuk tuk",0
frame_04752.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04758.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04759.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04766.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04768.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04772.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04776.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04780.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04781.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04782.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04783.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04784.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04794.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04796.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04797.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04809.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04810.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04811.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04812.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04813.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04817.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04819.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04820.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04821.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04823.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04829.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04833.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04853.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04855.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04856.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04859.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04860.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04866.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04871.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04872.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04873.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04881.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04882.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04883.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_04885.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04898.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04900.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04902.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04910.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04913.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04930.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04940.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04941.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04950.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04951.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_04964.jpg,"motorcycle, tuk tuk",0
frame_04977.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04983.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04984.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_04987.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04989.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04991.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_04998.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_04999.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05026.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05027.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05030.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05039.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05051.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05052.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05066.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05067.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05068.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05081.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05096.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05099.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05110.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05111.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05122.jpg,"motorcycle, tuk tuk",0
frame_05146.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05147.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05163.jpg,"motorcycle, tuk tuk",0
frame_05176.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05177.jpg,semi-trailer truck,9
frame_05178.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05194.jpg,"motorcycle, tuk tuk",0
frame_05202.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05204.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05205.jpg,2-row car,3
frame_05211.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05216.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05218.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05219.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05224.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05234.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05236.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05237.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05238.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05239.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05251.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05254.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05255.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05268.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05269.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05277.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05279.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05291.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05292.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05308.jpg,"motorcycle, tuk tuk",0
frame_05312.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05313.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05315.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05323.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_05324.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05336.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_05338.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05339.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05348.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05349.jpg,"6-wheel truck, fire truck (6 wheel)",6
frame_05361.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05362.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05375.jpg,"motorcycle, tuk tuk",0
frame_05390.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05397.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05398.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05399.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05401.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05407.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05408.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05409.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05410.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05424.jpg,"motorcycle, tuk tuk",0
frame_05435.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05437.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05446.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05447.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05448.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05451.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05469.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05470.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05471.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05472.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05479.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05480.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05481.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05486.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05493.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05494.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05497.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05507.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05508.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05517.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05519.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05526.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05527.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05530.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05532.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05537.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05545.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05546.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05557.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05558.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05559.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05570.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05571.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05582.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05598.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05608.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05610.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05611.jpg,"10-wheel truck, 10-wheel fire truck, cement truck, 10-wheel gas truck",7
frame_05612.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05619.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05621.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05622.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05627.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05628.jpg,"sedan, taxi, jeep, coupe Sedan (less than 7 seats)",1
frame_05631.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05634.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05636.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05652.jpg,"motorcycle, tuk tuk",0
frame_05662.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05665.jpg,"motorcycle, tuk tuk",0
frame_05666.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05678.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05679.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
frame_05681.jpg,"SUV, van, ambulance (more than 7 seats)",2
frame_05682.jpg,"4-wheel truck, Pickup truck, garbage truck (4 wheel)",5
